,Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
271,Hof,90,DE,1569184328,71,50.32,11.92,52.54,4.05
272,Batemans Bay,60,AU,1569184328,73,-35.71,150.18,45.03,4.0
273,Vila Franca do Campo,40,PT,1569184328,100,37.72,-25.43,71.29,16.11
274,Abha,0,SA,1569184328,18,18.22,42.5,70.48,4.7
275,Grindavik,75,IS,1569184328,93,63.84,-22.43,52.75,18.34
276,Buala,100,SB,1569184328,92,-8.15,159.59,77.5,11.61
277,Baishishan,0,CN,1569184329,88,43.58,127.55,44.02,2.06
278,Lavrentiya,100,RU,1569184083,91,65.58,-170.99,30.88,7.11
279,North Bend,75,US,1569184329,88,43.41,-124.22,63.77,19.46
280,Maracas,20,TT,1569184329,94,10.76,-61.44,75.4,5.82
281,Wilmington,1,US,1569184151,43,39.75,-75.55,87.03,3.36
282,Uruzgan,0,AF,1569184330,53,32.93,66.63,47.08,1.81
283,Manggar,100,ID,1569184330,90,-2.88,108.27,75.16,3.74
284,Mahebourg,75,MU,1569184078,88,-20.41,57.7,70.63,18.34
285,Birpur,80,IN,1569184330,79,26.48,86.75,79.48,4.74
286,Sept-Iles,90,CA,1569184291,77,50.2,-66.38,63.64,3.36
287,Fairbanks,1,US,1569184172,74,64.84,-147.72,40.14,2.17
288,Dhidhdhoo,100,MV,1569184332,75,6.88,73.1,82.18,14.38
289,Yar-Sale,100,RU,1569184332,71,66.83,70.83,38.44,19.98
290,San Patricio,45,PY,1569184332,50,-26.98,-56.83,66.88,8.97
291,Eldorado,100,BR,1569184332,96,-24.52,-48.11,58.42,3.22
292,Vardo,20,US,1569184092,45,39.62,-77.74,88.61,9.17
293,Forestville,90,CA,1569184333,78,48.74,-69.09,71.6,18.34
294,Kansanshi,42,ZM,1569184333,43,-12.1,26.43,66.16,2.75
295,Rancho Palos Verdes,75,US,1569184088,35,33.75,-118.37,87.6,3.36
296,Dauphin,1,CA,1569184333,37,51.15,-100.04,69.8,11.41
297,Lianzhou,0,CN,1569184334,69,24.79,112.38,58.24,5.12
298,Weiser,1,US,1569184334,35,44.25,-116.97,75.22,3.36
299,Plettenberg Bay,43,ZA,1569184334,79,-34.05,23.37,50.68,6.4
300,Noshiro,100,JP,1569184334,91,40.21,140.05,59.32,7.36
301,Altay,0,CN,1569184334,32,47.83,88.13,53.92,5.79
302,Arman,100,RU,1569184326,98,59.7,150.17,40.42,2.04
303,Sistranda,0,NO,1569184335,81,63.73,8.83,47.73,10.29
304,Durban,84,CA,1569184335,46,51.93,-101.44,67.6,11.95
305,Awbari,0,LY,1569184335,27,26.59,12.77,80.92,5.82
306,Karratha,0,AU,1569184087,13,-20.74,116.85,62.38,13.49
307,Igrim,100,RU,1569184335,97,63.19,64.42,35.38,11.56
308,Port-Cartier,90,CA,1569184336,77,50.03,-66.88,63.64,3.36
309,Olean,1,US,1569184336,54,42.08,-78.43,80.73,8.05
310,Lockhart,90,AU,1569184249,61,-35.22,146.72,46.36,5.82
311,Praia da Vitoria,40,PT,1569184336,94,38.73,-27.07,73.4,19.13
312,Zhanakorgan,33,KZ,1569184337,55,43.91,67.25,52.48,11.99
313,San Pedro de Macoris,40,DO,1569184134,70,18.46,-69.3,88.59,6.93
314,Pisco,0,PE,1569184337,30,-13.71,-76.2,67.41,11.41
315,Niquelandia,41,BR,1569184337,20,-14.47,-48.46,92.44,4.63
316,Farrukhabad,85,IN,1569184338,82,27.39,79.58,77.32,3.6
317,Bonavista,67,CA,1569184338,63,48.65,-53.11,57.99,14.0
318,Todos Santos,75,MX,1569184338,78,23.45,-110.23,83.52,13.87
319,Georgetown,20,GY,1569183983,70,6.8,-58.16,86.0,11.41
320,Edson,1,CA,1569184338,59,53.59,-116.44,62.6,2.24
321,Roebourne,0,AU,1569184082,14,-20.77,117.15,64.0,16.22
322,Caravelas,2,BR,1569184339,78,-17.73,-39.27,75.7,7.63
323,Sao Joao da Barra,90,BR,1569184339,94,-21.64,-41.05,71.53,10.29
324,Lyskovo,100,RU,1569184339,96,56.03,45.04,37.99,11.7
325,Tiarei,20,PF,1569184339,48,-17.53,-149.33,86.0,24.16
326,Pakpattan,0,PK,1569184340,52,30.34,73.39,81.64,6.82
327,Salisbury,6,GB,1569184341,87,51.07,-1.8,57.67,9.17
328,Emerald,68,AU,1569184341,72,-23.53,148.16,59.77,5.82
329,Kijang,75,KR,1569184341,82,35.24,129.21,64.4,5.82
330,Grand-Santi,0,GF,1569184342,45,4.27,-54.38,89.2,2.44
331,Pitimbu,0,BR,1569184342,69,-7.47,-34.81,78.8,9.17
332,Olinda,90,AU,1569184343,87,-37.84,145.39,46.81,3.36
333,Two Rivers,90,US,1569184343,88,44.15,-87.57,68.2,6.93
334,Pacific Grove,40,US,1569184343,68,36.62,-121.92,78.15,10.29
335,Nisia Floresta,0,BR,1569184344,69,-6.09,-35.21,79.66,14.99
336,Las Cruces,40,CL,1569184344,76,-33.5,-71.62,54.75,11.41
337,Quatre Cocos,75,MU,1569184344,88,-20.21,57.76,70.74,18.34
338,Roald,0,NO,1569184344,93,62.58,6.12,51.28,8.05
339,Xinqing,0,CN,1569184344,97,48.28,129.53,44.74,5.53
340,Lucea,75,JM,1569184345,88,18.44,-78.17,80.6,5.82
341,Nishihara,90,JP,1569184345,100,35.74,139.53,70.09,4.7
342,Cherdyn,19,RU,1569184345,94,60.4,56.48,29.08,1.79
343,Tura,81,RU,1569184345,86,64.27,100.22,29.08,5.55
344,Keskin,0,TR,1569184345,42,39.67,33.62,54.0,2.39
345,Vangaindrano,17,MG,1569184346,92,-23.35,47.6,62.02,2.93
346,Codrington,7,AU,1569184346,93,-28.95,153.24,62.06,8.86
347,Bouar,100,CF,1569184346,93,5.94,15.59,67.6,4.79
348,Smithers,40,CA,1569184346,54,54.78,-127.17,55.4,2.24
349,Kruisfontein,31,ZA,1569184346,83,-34.0,24.73,50.32,13.96
350,Vostok,19,RU,1569184347,87,46.45,135.83,39.16,3.24
351,Verkhoyansk,66,RU,1569184347,89,67.55,133.39,27.46,3.38
352,George,1,MW,1569184347,33,-15.35,34.83,75.34,4.7
353,Bowen,62,AU,1569184347,93,-20.01,148.25,59.0,5.82
354,Eureka,90,US,1569184060,72,40.8,-124.16,66.76,4.7
355,San Juan,0,AR,1569184348,14,-31.54,-68.53,59.14,6.91
356,Ishigaki,100,JP,1569184348,80,24.34,124.16,77.32,17.07
357,Prince Rupert,75,CA,1569184295,76,54.32,-130.32,57.2,6.93
358,Puerto Madero,0,AR,1569184348,39,-34.61,-58.36,62.02,13.87
359,Norman Wells,75,CA,1569184348,66,65.28,-126.83,53.6,17.22
360,Broome,40,GB,1569184348,93,52.47,1.45,60.39,6.93
361,Salamanca,75,MX,1569184349,50,20.57,-101.19,78.67,5.82
362,Steinbach,75,CA,1569184349,68,49.53,-96.69,65.28,6.93
363,Rumonge,0,BI,1569184349,55,-3.97,29.44,69.76,4.7
364,Vilyuysk,17,RU,1569184349,92,63.75,121.63,33.4,7.99
365,Newport,40,GB,1569184297,87,51.59,-3.0,58.23,6.93
366,Saint-Joseph,90,FR,1569184350,94,43.56,6.97,66.63,1.92
367,Hambantota,100,LK,1569184350,85,6.12,81.12,79.84,19.04
368,Paris,90,FR,1569184021,93,48.86,2.35,59.86,6.93
369,Sinjhoro,0,PK,1569184350,70,26.03,68.81,89.6,4.7
370,Port Elizabeth,1,US,1569184350,48,39.31,-74.98,85.84,9.17
371,Khani,0,GE,1569184350,93,41.96,42.96,48.2,2.24
372,Tateyama,8,JP,1569184351,54,36.66,137.31,83.62,1.01
373,Maniitsoq,0,GL,1569184351,84,65.42,-52.9,39.34,6.85
374,La Palma,68,CO,1569184351,72,5.36,-74.39,80.56,2.59
375,Villamontes,33,BO,1569184352,24,-21.26,-63.47,80.02,8.59
376,Puerto Carreno,40,CO,1569184352,66,6.19,-67.49,87.8,5.82
377,Capreol,90,CA,1569184353,100,46.71,-80.92,68.0,12.75
378,Iwanai,100,JP,1569184353,83,42.97,140.51,53.02,6.62
379,Kirensk,100,RU,1569184353,85,57.78,108.12,35.92,2.13
380,Bambous Virieux,75,MU,1569184353,88,-20.34,57.76,70.68,18.34
381,Salalah,75,OM,1569184354,78,17.01,54.1,80.6,5.82
382,Hasaki,75,JP,1569184354,100,35.73,140.83,68.95,2.24
383,Canutama,19,BR,1569184354,43,-6.53,-64.38,93.34,5.06
384,Maypangdan,50,PH,1569184354,95,11.65,125.45,74.44,1.88
385,Ampanihy,0,MG,1569184354,48,-24.69,44.75,76.6,10.85
386,Henderson,1,US,1569184345,11,36.04,-114.98,84.49,1.14
387,Verrettes,40,HT,1569184347,66,19.05,-72.47,89.6,10.29
388,Goderich,95,CA,1569184355,54,43.74,-81.71,80.47,20.0
389,Richards Bay,100,ZA,1569184355,87,-28.77,32.06,67.96,27.31
390,Sarai,83,IN,1569184355,81,25.78,85.28,80.74,6.08
391,Avera,1,US,1569184356,25,33.19,-82.53,87.82,6.93
392,Odessa,20,US,1569184309,51,31.85,-102.37,84.24,8.05
393,Gewane,6,ET,1569184356,43,10.16,40.66,85.96,8.16
394,San Luis,0,AR,1569184356,19,-33.3,-66.34,77.86,19.26
395,Shache,0,CN,1569184356,22,38.42,77.24,66.88,3.6
396,Lom Sak,31,TH,1569184357,84,16.78,101.24,67.24,4.88
397,Peniche,0,PT,1569184269,77,39.36,-9.38,61.75,3.36
398,Honiara,90,SB,1569184239,100,-9.43,159.96,75.2,5.82
399,Touros,20,BR,1569184097,65,-5.2,-35.46,78.8,11.41
400,Comodoro Rivadavia,0,AR,1569184357,11,-45.87,-67.48,64.4,21.92
401,Taltal,0,CL,1569184357,67,-25.41,-70.49,59.5,6.13
402,Conde,100,BR,1569184358,80,-11.81,-37.61,71.02,4.56
403,Kamina,58,CD,1569184358,68,-8.74,25.0,70.12,4.56
404,Nanortalik,0,GL,1569184358,86,60.14,-45.24,39.34,3.71
405,Conceicao do Araguaia,94,BR,1569184358,25,-8.26,-49.26,95.86,3.6
406,Kirchheim,0,DE,1569184358,55,50.88,11.02,57.15,8.05
407,Veshenskaya,86,RU,1569184359,83,49.63,41.73,45.46,9.31
408,Seydi,8,NE,1569184359,20,13.34,7.75,91.36,4.03
409,La Rioja,0,AR,1569184359,27,-29.41,-66.86,67.24,9.22
410,Baker,20,US,1569184359,42,46.37,-104.28,66.2,12.75
411,Ararangua,0,BR,1569184357,71,-28.93,-49.49,59.86,9.78
412,Alamosa,1,US,1569184164,14,37.47,-105.87,66.34,10.29
413,Yulara,96,AU,1569184360,26,-25.24,130.99,57.2,9.17
414,Anadyr,20,RU,1569184360,92,64.73,177.51,28.18,9.31
415,Buraydah,0,SA,1569184360,21,26.33,43.97,91.4,9.17
416,Makakilo City,75,US,1569184361,69,21.35,-158.09,83.35,6.55
417,Kariba,0,ZW,1569184361,34,-16.53,28.78,76.24,5.64
418,Carballo,20,ES,1569184361,77,43.21,-8.69,61.14,8.05
419,Najran,0,SA,1569184362,20,17.54,44.22,77.0,2.04
420,Tecoanapa,75,MX,1569184362,74,16.99,-99.26,87.8,5.82
421,San Jose,88,HN,1569184362,78,14.25,-87.96,75.52,2.98
422,Iqaluit,75,CA,1569184098,54,63.75,-68.52,42.37,6.93
423,Presidencia Roque Saenz Pena,100,AR,1569184362,29,-26.79,-60.44,73.54,8.01
424,Miandrivazo,0,MG,1569184363,77,-19.53,45.46,74.44,2.28
425,Lazaro Cardenas,90,MX,1569184363,61,28.39,-105.62,80.02,5.82
426,Tabou,100,CI,1569184363,89,4.42,-7.36,75.7,3.6
427,Vestmannaeyjar,61,IS,1569184364,92,63.44,-20.27,50.86,28.97
428,Qasigiannguit,100,GL,1569184364,69,68.82,-51.19,39.2,4.7
429,Jimma,91,ET,1569184364,96,7.67,36.84,58.42,0.85
430,Wagar,0,US,1569184364,37,31.44,-87.99,91.99,6.53
431,Kostino,29,BG,1569184365,66,41.7,25.3,56.21,5.82
432,Awjilah,0,LY,1569184366,68,29.14,21.3,71.2,12.95
433,Chinna Salem,100,IN,1569184366,86,11.64,78.88,74.98,3.96
434,Uyovu,25,TZ,1569184366,60,-3.28,31.53,71.92,4.05
435,Martinsicuro,75,IT,1569184367,93,42.89,13.92,65.32,2.24
436,Masingbi,87,SL,1569184367,99,8.64,-11.47,71.2,3.67
437,Ixtapa,75,MX,1569184367,66,20.71,-105.21,88.09,10.29
438,Hobyo,18,SO,1569184367,83,5.35,48.53,75.52,26.04
439,Glens Falls,1,US,1569183838,51,43.31,-73.64,82.96,11.41
440,Vila Velha,0,BR,1569184368,69,-3.71,-38.6,80.6,10.29
441,Aligudarz,0,IR,1569184368,41,33.4,49.69,53.74,1.92
442,Dunbar,75,US,1569184368,64,40.67,-96.03,71.96,9.17
443,Oistins,40,BB,1569184134,70,13.07,-59.53,84.2,27.51
444,Luderitz,0,NA,1569184369,48,-26.65,15.16,64.4,27.51
445,Zurrieq,20,MT,1569184369,78,35.83,14.47,75.96,9.17
446,Mago,0,RU,1569184369,91,53.27,140.15,41.86,4.52
447,Egvekinot,0,RU,1569184369,58,66.32,-179.17,28.9,0.72
448,Nicoya,40,CR,1569184369,83,10.15,-85.45,75.15,6.93
449,Colares,20,PT,1569184370,88,38.8,-9.45,64.02,4.7
450,Mosquera,40,CO,1569184370,77,4.71,-74.23,62.6,11.41
451,Ketchikan,90,US,1569184370,76,55.34,-131.65,56.64,10.29
452,Praia,0,BR,1569184370,47,-20.25,-43.81,80.6,14.99
453,Rocha,0,UY,1569184346,57,-34.48,-54.34,49.42,4.38
454,Pakxan,31,LA,1569184371,77,18.39,103.66,67.06,3.85
455,Terenos,0,BR,1569184371,45,-20.44,-54.87,86.0,14.99
456,Beisfjord,20,NO,1569184371,93,68.38,17.6,38.62,4.7
457,Kampot,40,KH,1569184371,88,10.62,104.18,77.0,2.24
458,Ausa,100,IN,1569184372,79,18.25,76.5,76.06,4.16
459,Ballina,40,IE,1569184372,87,54.11,-9.15,53.55,6.93
460,Mount Pleasant,40,US,1569184373,52,33.16,-94.97,89.2,6.93
461,Shar,84,NG,1569184373,88,7.3,8.73,76.6,5.55
462,San Andres,96,PH,1569184373,94,13.32,122.68,74.98,1.41
463,Santa Isabel do Rio Negro,31,BR,1569184373,70,-0.41,-65.02,86.14,3.13
464,Ghanzi,0,BW,1569184373,24,-21.7,21.65,66.7,17.63
465,Sioux Lookout,75,CA,1569184374,63,50.1,-91.92,62.31,11.41
466,Talnakh,75,RU,1569184374,86,69.49,88.39,33.8,11.18
467,Mathbaria,95,BD,1569184089,88,22.29,89.96,79.12,2.62
468,Diego de Almagro,0,CL,1569184374,46,-26.39,-70.05,63.1,6.17
469,Shwebo,100,MM,1569184374,87,22.57,95.7,72.64,6.08
470,Campbellton,100,CA,1569184375,70,48.0,-66.68,72.28,9.64
471,Rome,20,IT,1569184144,64,41.89,12.48,69.31,19.46
472,Thinadhoo,100,MV,1569184375,75,0.53,72.93,81.28,16.17
473,Tigil,68,RU,1569184375,87,57.8,158.67,40.6,10.33
474,Hokitika,100,NZ,1569184375,92,-42.72,170.96,47.62,13.56
475,Nantucket,1,US,1569184299,88,41.28,-70.1,71.38,12.75
476,Katherine,6,AU,1569184376,60,-14.47,132.26,71.6,6.93
477,Safford,1,US,1569184376,19,32.83,-109.71,85.01,3.36
478,Adrar,0,DZ,1569184376,9,27.87,-0.29,95.0,6.93
479,Chapada dos Guimaraes,33,BR,1569184377,45,-15.46,-55.75,86.0,11.41
480,Makinsk,41,KZ,1569184377,91,52.63,70.42,41.68,10.45
481,Ocampo,6,MX,1569184377,50,27.32,-102.4,79.48,5.21
482,Kokopo,100,PG,1569184377,93,-4.34,152.27,72.28,2.62
483,Hanzhong,100,CN,1569184377,80,33.08,107.03,54.64,0.47
484,Yakeshi,4,CN,1569184378,76,49.28,120.73,47.62,4.07
485,Leshukonskoye,0,RU,1569184378,92,64.9,45.76,28.54,3.06
486,Teknaf,100,BD,1569184097,75,20.86,92.31,83.98,12.88
487,Ugoofaaru,100,MV,1569184378,84,5.67,73.0,81.1,20.27
488,Kaduna,0,NG,1569184379,84,10.52,7.44,74.8,3.15
489,Belem,19,BR,1569184379,43,-6.45,-64.49,93.34,5.06
490,Hay River,40,CA,1569184379,45,60.82,-115.79,68.0,17.22
491,Calvinia,0,ZA,1569184379,50,-31.47,19.78,48.52,10.69
492,Jalor,0,IN,1569184379,70,25.35,72.62,83.08,1.14
493,Triunfo,0,BR,1569184380,36,-29.94,-51.72,64.26,14.99
494,Urucara,87,BR,1569184380,91,-2.54,-57.76,77.14,2.39
495,San Francisco,40,CO,1569184380,53,1.17,-76.88,75.2,8.05
496,Tacoronte,75,ES,1569184380,94,28.48,-16.41,70.97,8.05
497,Galveston,20,US,1569184380,45,40.58,-86.19,83.68,20.8
498,Singaraja,98,ID,1569184381,68,-8.11,115.08,78.94,4.52
499,Krasnoborsk,34,RU,1569184381,97,61.56,45.93,28.18,4.43
500,Salinopolis,100,BR,1569184381,78,-0.61,-47.36,80.92,19.15
501,Yarmouth,75,CA,1569184381,64,43.84,-66.12,67.3,13.87
502,Burnie,95,AU,1569184382,84,-41.05,145.91,43.0,0.6
503,Mason City,90,US,1569184382,82,43.15,-93.2,65.93,8.05
504,Darlowo,0,PL,1569184382,74,54.42,16.41,61.0,18.88
505,Grand Gaube,75,MU,1569184382,88,-20.01,57.66,70.81,18.34
506,Neos Marmaras,1,GR,1569184382,86,40.1,23.78,60.31,1.01
507,Malazgirt,0,TR,1569184383,31,39.15,42.54,46.9,3.83
508,Faanui,0,PF,1569184383,81,-16.48,-151.75,80.02,20.76
509,Ilesha,100,NG,1569184383,97,7.14,5.26,72.46,2.51
510,Kaka,0,TM,1569184383,59,37.35,59.62,60.4,2.24
511,Sorland,0,NO,1569184383,86,67.67,12.69,37.4,6.93
512,Kawalu,96,ID,1569184384,94,-7.38,108.21,64.18,3.76
513,Bayan,61,CN,1569184384,77,36.1,102.26,42.22,3.65
514,Mahibadhoo,100,MV,1569184384,85,3.78,72.97,79.12,16.58
515,Namatanai,100,PG,1569184384,76,-3.66,152.44,78.76,2.53
516,Sur,30,OM,1569184384,45,22.57,59.53,85.78,7.87
517,Moerai,0,PF,1569184385,88,-22.43,-151.33,75.88,22.55
518,Nerchinskiy Zavod,67,RU,1569184385,95,51.31,119.61,44.56,5.57
519,Dangriga,40,BZ,1569184385,70,16.97,-88.23,93.15,4.7
520,Kalvarija,100,LT,1569184386,94,54.41,23.23,48.99,11.21
521,Alta Floresta,0,BR,1569184386,44,-9.87,-56.08,93.2,4.7
522,Lugovoy,98,RU,1569184386,88,59.72,65.88,36.28,13.91
523,Chimbote,95,PE,1569184386,93,-9.08,-78.59,61.12,10.13
524,Qom,0,IR,1569184388,25,34.64,50.88,65.98,4.47
525,Vuktyl,91,RU,1569184388,94,63.86,57.31,31.96,9.69
526,Jacarezinho,34,BR,1569184306,67,-23.16,-49.97,70.66,11.32
527,Belyy Yar,0,RU,1569184388,93,53.6,91.39,42.8,2.24
528,Arlit,0,NE,1569184388,8,18.74,7.39,94.06,10.42
529,Tautira,20,PF,1569184390,48,-17.73,-149.15,86.0,24.16
530,Guozhen,0,CN,1569184390,58,29.3,113.14,62.2,6.06
531,Kuching,75,MY,1569184390,100,1.56,110.34,75.07,2.24
532,Zachary,1,US,1569184391,43,30.65,-91.16,91.06,10.29
533,Puri,58,ID,1569184391,90,-7.54,112.45,68.14,6.58
534,Valparaiso,90,US,1569184315,73,41.47,-87.06,74.77,9.17
535,Kamojima,75,JP,1569184391,74,34.07,134.35,81.43,19.46
536,Flin Flon,20,CA,1569184391,45,54.77,-101.88,68.0,9.17
537,Forbes,0,AU,1569184392,77,-33.38,148.01,44.01,4.85
538,Menongue,88,AO,1569184392,24,-14.66,17.68,65.44,2.08
539,Atar,26,MR,1569184392,21,20.52,-13.05,99.1,7.07
540,Talkha,0,EG,1569184393,92,31.05,31.37,67.24,4.94
